store_id,sku_uid,trailing_demand_rate,days_of_cover,protection_days,service_level,recommended_cover_days,recommended_reorder_point,textbook_reorder_point,expected_demand_over_lead,safety_stock
BES01,17_1049_BLACK_41,0.8571428571428571,30.333333333333336,5.931840648477659,0.95,11.44,10,9,5.08,4.92
CHS01,28_1126_TAN_41,1.4642857142857142,21.853658536585368,5.931840648477659,0.95,6.43,10,14,8.69,1.31
PUS01,27_1119_WHITE_42,1.9464285714285714,15.926605504587156,5.931840648477659,0.95,5.06,10,18,11.55,-1.55
BES01,17_1049_BROWN_39,1.0,34.0,5.931840648477659,0.95,9.06,10,10,5.93,4.07
BES01,12_1014_BROWN_42,2.607142857142857,28.767123287671232,5.931840648477659,0.95,3.81,10,22,15.47,-5.47
KOS01,28_1126_ROSE-GOLD_39,0.6785714285714286,26.52631578947368,5.931840648477659,0.95,13.89,10,8,4.03,5.97
PUS01,25_1105_BLACK_40,1.2678571428571428,19.71830985915493,5.931840648477659,0.95,7.2,10,13,7.52,2.48
BHS01,27_1119_ANTIC-GOLD_42,1.6607142857142858,19.268817204301076,5.931840648477659,0.95,5.9,10,16,9.85,0.15
MUS01,29_1133_BROWN_38,0.8571428571428571,29.166666666666668,5.931840648477659,0.95,10.91,10,9,5.08,4.92
CHS01,18_1056_GREY_38,2.3035714285714284,22.573643410852714,5.931840648477659,0.95,3.94,10,20,13.66,-3.66
BES01,16_1042_TAN_40,0.8035714285714286,21.155555555555555,5.931840648477659,0.95,11.46,10,9,4.77,5.23
CHS01,23_1091_BROWN_40,2.1785714285714284,16.065573770491806,5.931840648477659,0.95,4.51,10,19,12.92,-2.92
MUS01,16_1042_TAN_40,1.9107142857142858,18.8411214953271,5.931840648477659,0.95,5.14,10,17,11.33,-1.33
MUS01,18_1056_BLACK_37,0.6071428571428571,28.000000000000004,5.931840648477659,0.95,15.35,10,7,3.6,6.4
PUS01,31_1147_ANTIC-GOLD_40,1.9642857142857142,20.363636363636363,5.931840648477659,0.95,4.99,10,18,11.65,-1.65
BES01,11_1007_TAN_39,0.7142857142857143,18.2,5.931840648477659,0.95,13.04,10,8,4.24,5.76
HYS01,31_1147_ANTIC-GOLD_42,1.9285714285714286,16.59259259259259,5.931840648477659,0.95,4.7,10,18,11.44,-1.44
BES01,29_1133_BROWN_41,1.25,25.6,5.931840648477659,0.95,7.55,10,12,7.41,2.59
CHS01,12_1014_ANTIC-GOLD_41,3.232142857142857,33.414364640883974,5.931840648477659,0.95,2.99,10,27,19.17,-9.17
MUS01,18_1056_ANTIC-GOLD_39,1.6428571428571428,31.65217391304348,5.931840648477659,0.95,5.91,10,15,9.75,0.25
AHS01,27_1119_WHITE_39,1.2142857142857142,22.23529411764706,5.931840648477659,0.95,7.5,10,12,7.2,2.8
AHS01,27_1119_ANTIC-GOLD_39,1.4107142857142858,29.772151898734176,5.931840648477659,0.95,6.91,10,14,8.37,1.63
BHS01,12_1014_BROWN_39,1.5357142857142858,26.046511627906977,5.931840648477659,0.95,6.07,10,15,9.11,0.89
AHS01,31_1147_WHITE_42,1.3035714285714286,19.17808219178082,5.931840648477659,0.95,7.53,10,13,7.73,2.27
AHS01,12_1014_ROSE-GOLD_44,1.0178571428571428,20.63157894736842,5.931840648477659,0.95,8.84,9,11,6.04,2.96
PUS01,22_1084_NAVY_41,1.8571428571428572,18.307692307692307,5.931840648477659,0.95,4.69,9,17,11.02,-2.02
BHS01,33_1161_ROSE-GOLD_41,1.8392857142857142,20.660194174757283,5.931840648477659,0.95,4.87,9,17,10.91,-1.91
BHS01,28_1126_ROSE-GOLD_42,1.1071428571428572,13.548387096774192,5.931840648477659,0.95,7.38,9,11,6.57,2.43
BHS01,27_1119_WHITE_39,1.3214285714285714,19.675675675675677,5.931840648477659,0.95,6.31,9,13,7.84,1.16
CHS01,22_1084_NAVY_41,1.6071428571428572,18.666666666666664,5.931840648477659,0.95,5.05,9,15,9.53,-0.53
CHS01,22_1084_NAVY_40,1.4285714285714286,13.299999999999999,5.931840648477659,0.95,5.69,9,14,8.47,0.53
CHS01,14_1028_ROSE-GOLD_42,1.7321428571428572,20.783505154639176,5.931840648477659,0.95,4.71,9,16,10.27,-1.27
CHS01,14_1028_ROSE-GOLD_40,2.0,27.0,5.931840648477659,0.95,4.24,9,18,11.86,-2.86
BHS01,12_1014_ANTIC-GOLD_40,1.6964285714285714,28.294736842105262,5.931840648477659,0.95,5.22,9,16,10.06,-1.06
CHS01,12_1014_ROSE-GOLD_43,1.8035714285714286,21.06930693069307,5.931840648477659,0.95,4.46,9,17,10.7,-1.7
BHS01,12_1014_BROWN_43,1.5357142857142858,20.186046511627907,5.931840648477659,0.95,5.43,9,15,9.11,-0.11
BHS01,12_1014_ROSE-GOLD_38,1.0714285714285714,14.0,5.931840648477659,0.95,7.91,9,11,6.36,2.64
AHS01,12_1014_ROSE-GOLD_43,2.767857142857143,29.26451612903226,5.931840648477659,0.95,3.0,9,24,16.42,-7.42
AHS01,12_1014_ROSE-GOLD_38,1.5,19.333333333333332,5.931840648477659,0.95,5.45,9,14,8.9,0.1
MUS01,27_1119_WHITE_41,2.125,19.764705882352942,5.931840648477659,0.95,4.04,9,19,12.61,-3.61
AHS01,14_1028_WHITE_40,1.3571428571428572,18.421052631578945,5.931840648477659,0.95,6.12,9,13,8.05,0.95
HYS01,26_1112_WHITE_41,1.75,18.857142857142858,5.931840648477659,0.95,4.9,9,16,10.38,-1.38
PUS01,23_1091_BROWN_42,1.4642857142857142,17.75609756097561,5.931840648477659,0.95,6.14,9,14,8.69,0.31
PUS01,18_1056_GREY_41,1.4642857142857142,20.48780487804878,5.931840648477659,0.95,5.87,9,14,8.69,0.31
BES01,28_1126_TAN_41,1.5892857142857142,20.764044943820227,5.931840648477659,0.95,5.6,9,15,9.43,-0.43
AHS01,33_1161_BLUE-NAVY_39,1.2857142857142858,24.11111111111111,5.931840648477659,0.95,6.82,9,13,7.63,1.37
BES01,12_1014_BROWN_37,0.7321428571428571,21.853658536585368,5.931840648477659,0.95,11.74,9,8,4.34,4.66
BHS01,12_1014_BROWN_38,1.8214285714285714,23.607843137254903,5.931840648477659,0.95,4.41,9,17,10.8,-1.8
PUS01,31_1147_ANTIC-GOLD_39,1.4464285714285714,24.88888888888889,5.931840648477659,0.95,6.14,9,14,8.58,0.42
BES01,28_1126_TAN_42,0.7857142857142857,28.0,5.931840648477659,0.95,10.49,9,9,4.66,4.34
SUS01,12_1014_ANTIC-GOLD_41,2.75,27.636363636363637,5.931840648477659,0.95,3.09,9,23,16.31,-7.31
BHS01,12_1014_ROSE-GOLD_42,0.7678571428571429,19.53488372093023,5.931840648477659,0.95,11.46,9,9,4.55,4.45
AHS01,28_1126_TAN_43,0.9107142857142857,23.058823529411764,5.931840648477659,0.95,9.4,9,10,5.4,3.6
KOS01,16_1042_ANTIC-GOLD_40,0.6964285714285714,22.974358974358974,5.931840648477659,0.95,11.53,9,8,4.13,4.87
KOS01,33_1161_BLUE-NAVY_38,0.6428571428571429,26.444444444444443,5.931840648477659,0.95,12.93,9,8,3.81,5.19
MUS01,16_1042_BLUE-NAVY_40,2.392857142857143,21.313432835820898,5.931840648477659,0.95,3.6,9,21,14.19,-5.19
BES01,12_1014_ROSE-GOLD_43,1.2321428571428572,30.840579710144926,5.931840648477659,0.95,7.03,9,12,7.31,1.69
PUS01,10_1000_BROWN_42,0.7678571428571429,27.348837209302324,5.931840648477659,0.95,10.77,9,9,4.55,4.45
COS01,17_1049_BROWN_40,1.9285714285714286,16.074074074074073,5.931840648477659,0.95,4.65,9,18,11.44,-2.44
MUS01,18_1056_ANTIC-GOLD_42,1.0714285714285714,14.0,5.931840648477659,0.95,7.88,9,11,6.36,2.64
BES01,31_1147_ANTIC-GOLD_38,0.7321428571428571,23.219512195121954,5.931840648477659,0.95,11.9,9,8,4.34,4.66
BHS01,18_1056_BLACK_41,1.0892857142857142,22.032786885245905,5.931840648477659,0.95,7.86,9,11,6.46,2.54
HYS01,19_1063_MAROON_41,1.7857142857142858,16.24,5.931840648477659,0.95,4.62,9,16,10.59,-1.59
MUS01,18_1056_BLACK_41,1.75,25.142857142857142,5.931840648477659,0.95,5.07,9,16,10.38,-1.38
HYS01,18_1056_ANTIC-GOLD_38,1.4107142857142858,17.0126582278481,5.931840648477659,0.95,6.22,9,14,8.37,0.63
HYS01,17_1049_MAROON_41,1.6428571428571428,21.304347826086957,5.931840648477659,0.95,5.07,9,15,9.75,-0.75
CHS01,16_1042_TAN_40,1.875,24.533333333333335,5.931840648477659,0.95,4.51,9,17,11.12,-2.12
BES01,28_1126_ROSE-GOLD_42,1.3035714285714286,28.383561643835616,5.931840648477659,0.95,6.65,9,13,7.73,1.27
AHS01,25_1105_MAROON_40,1.0714285714285714,28.933333333333334,5.931840648477659,0.95,7.75,9,11,6.36,2.64
MUS01,33_1161_BLUE-NAVY_41,1.1071428571428572,22.58064516129032,5.931840648477659,0.95,8.13,9,11,6.57,2.43
MUS01,29_1133_BROWN_42,2.517857142857143,28.19858156028369,5.931840648477659,0.95,3.39,9,22,14.94,-5.94
MUS01,14_1028_WHITE_40,2.392857142857143,20.895522388059703,5.931840648477659,0.95,3.56,9,21,14.19,-5.19
BES01,26_1112_WHITE_39,2.017857142857143,20.8141592920354,5.931840648477659,0.95,4.38,9,18,11.97,-2.97
BES01,14_1028_ROSE-GOLD_39,0.5892857142857143,35.63636363636363,5.931840648477659,0.95,14.96,9,7,3.5,5.5
AHS01,18_1056_GREY_40,1.8035714285714286,18.297029702970296,5.931840648477659,0.95,4.68,9,17,10.7,-1.7
KOS01,18_1056_GREY_38,0.8035714285714286,24.88888888888889,5.931840648477659,0.95,11.19,9,9,4.77,4.23
INS01,12_1014_BROWN_38,1.4642857142857142,10.24390243902439,5.931840648477659,0.95,6.04,9,14,8.69,0.31
BES01,16_1042_TAN_39,1.375,23.272727272727273,5.931840648477659,0.95,6.36,9,13,8.16,0.84
PUS01,25_1105_BLACK_43,0.42857142857142855,23.333333333333336,5.931840648477659,0.95,18.77,9,6,2.54,6.46
HYS01,13_1021_BROWN_41,1.5178571428571428,19.105882352941176,5.931840648477659,0.95,5.89,9,14,9.0,0.0
HYS01,12_1014_BROWN_43,2.1607142857142856,23.60330578512397,5.931840648477659,0.95,3.73,9,19,12.82,-3.82
BES01,18_1056_BLACK_40,1.3928571428571428,21.53846153846154,5.931840648477659,0.95,5.77,9,13,8.26,0.74
BES01,13_1021_WHITE_40,1.0,24.0,5.931840648477659,0.95,8.51,9,10,5.93,3.07
CHS01,18_1056_BLACK_40,1.3035714285714286,19.945205479452053,5.931840648477659,0.95,6.19,9,13,7.73,1.27
BES01,12_1014_ROSE-GOLD_37,0.8571428571428571,29.166666666666668,5.931840648477659,0.95,9.76,9,9,5.08,3.92
AHS01,17_1049_BLACK_38,1.0535714285714286,21.83050847457627,5.931840648477659,0.95,8.27,9,11,6.25,2.75
AHS01,16_1042_TAN_40,0.7321428571428571,25.951219512195124,5.931840648477659,0.95,11.47,9,8,4.34,4.66
KOS01,18_1056_GREY_40,1.3035714285714286,16.10958904109589,5.931840648477659,0.95,6.26,9,13,7.73,1.27
KOS01,29_1133_BROWN_38,0.48214285714285715,18.666666666666668,5.931840648477659,0.95,17.57,9,6,2.86,6.14
MAS01,29_1133_BROWN_40,0.9642857142857143,15.555555555555555,5.931840648477659,0.95,8.72,9,10,5.72,3.28
AHS01,17_1049_BLACK_39,0.9107142857142857,21.96078431372549,5.931840648477659,0.95,9.32,9,10,5.4,3.6
KOS01,23_1091_BROWN_40,0.6964285714285714,21.53846153846154,5.931840648477659,0.95,11.52,9,8,4.13,4.87
BES01,18_1056_ANTIC-GOLD_40,1.75,26.857142857142858,5.931840648477659,0.95,5.05,9,16,10.38,-1.38
CHS01,17_1049_MAROON_39,1.625,17.846153846153847,5.931840648477659,0.95,4.91,8,15,9.64,-1.64
PUS01,12_1014_BROWN_38,2.2857142857142856,23.1875,5.931840648477659,0.95,3.33,8,20,13.56,-5.56
BES01,18_1056_ANTIC-GOLD_39,1.2142857142857142,36.235294117647065,5.931840648477659,0.95,6.15,8,12,7.2,0.8
CHS01,27_1119_WHITE_41,1.6785714285714286,20.851063829787233,5.931840648477659,0.95,4.33,8,16,9.96,-1.96
CHS01,27_1119_WHITE_40,1.625,22.76923076923077,5.931840648477659,0.95,4.73,8,15,9.64,-1.64
AHS01,14_1028_NAVY_41,0.8214285714285714,21.91304347826087,5.931840648477659,0.95,9.19,8,9,4.87,3.13
KOS01,25_1105_MAROON_42,1.8928571428571428,16.37735849056604,5.931840648477659,0.95,4.07,8,17,11.23,-3.23
MUS01,28_1126_TAN_38,0.875,27.428571428571427,5.931840648477659,0.95,8.71,8,9,5.19,2.81
MUS01,27_1119_WHITE_40,1.7321428571428572,23.670103092783503,5.931840648477659,0.95,4.3,8,16,10.27,-2.27
BHS01,28_1126_BLUE-NAVY_40,1.6071428571428572,23.644444444444442,5.931840648477659,0.95,4.58,8,15,9.53,-1.53
BHS01,27_1119_WHITE_41,1.4821428571428572,20.91566265060241,5.931840648477659,0.95,5.34,8,14,8.79,-0.79
CHS01,18_1056_GREY_39,1.9285714285714286,24.88888888888889,5.931840648477659,0.95,3.71,8,18,11.44,-3.44
BES01,16_1042_ANTIC-GOLD_39,0.6428571428571429,23.333333333333332,5.931840648477659,0.95,10.97,8,8,3.81,4.19
PUS01,24_1098_WHITE_43,0.35714285714285715,28.0,5.931840648477659,0.95,21.59,8,5,2.12,5.88
MUS01,25_1105_MAROON_41,0.9285714285714286,9.692307692307692,5.931840648477659,0.95,7.85,8,10,5.51,2.49
KOS01,27_1119_ANTIC-GOLD_42,1.4464285714285714,20.74074074074074,5.931840648477659,0.95,5.24,8,14,8.58,-0.58
AHS01,14_1028_ROSE-GOLD_39,1.1428571428571428,26.25,5.931840648477659,0.95,6.77,8,12,6.78,1.22
COS01,31_1147_ANTIC-GOLD_40,1.0178571428571428,13.75438596491228,5.931840648477659,0.95,7.45,8,11,6.04,1.96
MUS01,27_1119_WHITE_39,1.8392857142857142,22.29126213592233,5.931840648477659,0.95,4.24,8,17,10.91,-2.91
BHS01,27_1119_ANTIC-GOLD_39,1.1607142857142858,19.815384615384612,5.931840648477659,0.95,6.55,8,12,6.89,1.11
AHS01,16_1042_TAN_41,1.0,36.0,5.931840648477659,0.95,7.42,8,10,5.93,2.07
PUS01,25_1105_BROWN_40,1.3392857142857142,16.42666666666667,5.931840648477659,0.95,5.48,8,13,7.94,0.06
HYS01,13_1021_BROWN_38,1.2857142857142858,14.777777777777777,5.931840648477659,0.95,5.46,8,13,7.63,0.37
PUS01,15_1035_GREY_38,0.2857142857142857,17.5,5.931840648477659,0.95,24.92,8,4,1.69,6.31
PUS01,14_1028_ROSE-GOLD_42,1.6785714285714286,21.4468085106383,5.931840648477659,0.95,4.42,8,16,9.96,-1.96
INS01,13_1021_BROWN_39,0.5178571428571429,21.241379310344826,5.931840648477659,0.95,14.22,8,6,3.07,4.93
INS01,12_1014_ROSE-GOLD_42,1.0892857142857142,23.868852459016395,5.931840648477659,0.95,6.76,8,11,6.46,1.54
CHS01,18_1056_ANTIC-GOLD_40,1.4642857142857142,27.31707317073171,5.931840648477659,0.95,5.22,8,14,8.69,-0.69
CHS01,17_1049_MAROON_42,1.1964285714285714,13.373134328358208,5.931840648477659,0.95,6.1,8,12,7.1,0.9
MUS01,13_1021_BROWN_41,1.25,17.6,5.931840648477659,0.95,6.25,8,12,7.41,0.59
BES01,19_1063_MAROON_41,0.6607142857142857,33.2972972972973,5.931840648477659,0.95,11.03,8,8,3.92,4.08
AHS01,19_1063_MAROON_41,2.0535714285714284,19.96521739130435,5.931840648477659,0.95,3.65,8,18,12.18,-4.18
HYS01,11_1007_TAN_40,1.7857142857142858,15.12,5.931840648477659,0.95,4.37,8,16,10.59,-2.59
CHS01,12_1014_ROSE-GOLD_38,1.2321428571428572,15.420289855072463,5.931840648477659,0.95,6.03,8,12,7.31,0.69
COS01,18_1056_ANTIC-GOLD_40,1.125,17.77777777777778,5.931840648477659,0.95,6.92,8,11,6.67,1.33
HYS01,14_1028_WHITE_41,1.625,20.307692307692307,5.931840648477659,0.95,4.39,8,15,9.64,-1.64
MUS01,22_1084_NAVY_40,2.107142857142857,19.457627118644066,5.931840648477659,0.95,3.77,8,19,12.5,-4.5
SUS01,25_1105_MAROON_39,0.7678571428571429,19.53488372093023,5.931840648477659,0.95,9.98,8,9,4.55,3.45
PUS01,14_1028_ROSE-GOLD_39,1.3392857142857142,19.413333333333334,5.931840648477659,0.95,5.86,8,13,7.94,0.06
BES01,12_1014_BROWN_43,1.1428571428571428,38.5,5.931840648477659,0.95,6.85,8,12,6.78,1.22
BES01,23_1091_BLACK_40,1.2857142857142858,25.666666666666664,5.931840648477659,0.95,5.63,8,13,7.63,0.37
PUS01,17_1049_BLACK_39,0.7142857142857143,21.0,5.931840648477659,0.95,10.38,8,8,4.24,3.76
COS01,18_1056_BLACK_41,1.1964285714285714,24.238805970149254,5.931840648477659,0.95,6.49,8,12,7.1,0.9
PUS01,28_1126_TAN_44,0.30357142857142855,16.47058823529412,5.931840648477659,0.95,23.67,8,5,1.8,6.2
PUS01,28_1126_TAN_41,1.3392857142857142,19.413333333333334,5.931840648477659,0.95,5.84,8,13,7.94,0.06
HYS01,18_1056_BLACK_41,1.5178571428571428,28.988235294117647,5.931840648477659,0.95,5.01,8,14,9.0,-1.0
HYS01,18_1056_BLACK_39,1.6071428571428572,22.4,5.931840648477659,0.95,4.92,8,15,9.53,-1.53
PUS01,28_1126_ROSE-GOLD_40,1.7678571428571428,18.666666666666668,5.931840648477659,0.95,4.37,8,16,10.49,-2.49
BHS01,18_1056_GREY_40,1.3035714285714286,18.410958904109588,5.931840648477659,0.95,5.45,8,13,7.73,0.27
KOS01,33_1161_BLUE-NAVY_40,1.2142857142857142,19.764705882352942,5.931840648477659,0.95,5.83,8,12,7.2,0.8
KOS01,16_1042_ANTIC-GOLD_41,1.1071428571428572,19.870967741935484,5.931840648477659,0.95,7.12,8,11,6.57,1.43
PUS01,18_1056_GREY_38,1.0,26.0,5.931840648477659,0.95,7.85,8,10,5.93,2.07
BHS01,18_1056_BLACK_40,1.125,25.77777777777778,5.931840648477659,0.95,6.46,8,11,6.67,1.33
HYS01,21_1077_MAROON_39,1.3392857142857142,14.933333333333334,5.931840648477659,0.95,5.49,8,13,7.94,0.06
INS01,18_1056_GREY_42,0.9107142857142857,19.764705882352942,5.931840648477659,0.95,8.73,8,10,5.4,2.6
SUS01,14_1028_ROSE-GOLD_41,1.5892857142857142,24.53932584269663,5.931840648477659,0.95,4.48,8,15,9.43,-1.43
CHS01,33_1161_ROSE-GOLD_40,1.5892857142857142,20.134831460674157,5.931840648477659,0.95,4.53,8,15,9.43,-1.43
KOS01,14_1028_WHITE_39,1.1428571428571428,14.875,5.931840648477659,0.95,6.79,8,12,6.78,1.22
AHS01,25_1105_BROWN_39,0.8392857142857143,25.02127659574468,5.931840648477659,0.95,9.15,8,9,4.98,3.02
AHS01,27_1119_WHITE_41,1.0357142857142858,31.86206896551724,5.931840648477659,0.95,7.61,8,11,6.14,1.86
AHS01,25_1105_BLACK_43,1.0714285714285714,20.533333333333335,5.931840648477659,0.95,7.28,8,11,6.36,1.64
AHS01,25_1105_BLACK_42,1.1785714285714286,31.393939393939394,5.931840648477659,0.95,6.26,8,12,6.99,1.01
CHS01,14_1028_ROSE-GOLD_39,1.1785714285714286,19.515151515151516,5.931840648477659,0.95,6.36,8,12,6.99,1.01
SUS01,12_1014_ANTIC-GOLD_38,2.017857142857143,15.858407079646017,5.931840648477659,0.95,3.73,8,18,11.97,-3.97
MAS01,12_1014_ANTIC-GOLD_40,1.3035714285714286,21.47945205479452,5.931840648477659,0.95,5.62,8,13,7.73,0.27
MUS01,16_1042_TAN_43,0.5,28.0,5.931840648477659,0.95,14.68,8,6,2.97,5.03
HYS01,26_1112_WHITE_42,2.0357142857142856,19.649122807017545,5.931840648477659,0.95,3.82,8,18,12.08,-4.08
HYS01,26_1112_WHITE_40,2.1785714285714284,23.409836065573774,5.931840648477659,0.95,3.57,8,19,12.92,-4.92
AHS01,31_1147_MAROON_41,0.7321428571428571,17.75609756097561,5.931840648477659,0.95,10.26,8,8,4.34,3.66
AHS01,27_1119_ANTIC-GOLD_42,0.9821428571428571,22.400000000000002,5.931840648477659,0.95,7.79,8,10,5.83,2.17
BES01,29_1133_BROWN_43,0.6071428571428571,29.647058823529413,5.931840648477659,0.95,11.74,8,7,3.6,4.4
BES01,26_1112_WHITE_44,0.7857142857142857,26.727272727272727,5.931840648477659,0.95,10.09,8,9,4.66,3.34
INS01,18_1056_ANTIC-GOLD_39,1.2321428571428572,28.405797101449274,5.931840648477659,0.95,6.34,8,12,7.31,0.69
MAS01,12_1014_BROWN_40,1.0714285714285714,21.46666666666667,5.931840648477659,0.95,6.85,8,11,6.36,1.64
SUS01,23_1091_BLUE-NAVY_41,0.48214285714285715,29.037037037037038,5.931840648477659,0.95,15.67,8,6,2.86,5.14
AHS01,31_1147_WHITE_39,1.1785714285714286,27.151515151515152,5.931840648477659,0.95,6.61,8,12,6.99,1.01
SUS01,18_1056_ANTIC-GOLD_40,1.625,24.615384615384617,5.931840648477659,0.95,4.77,8,15,9.64,-1.64
INS01,27_1119_ANTIC-GOLD_40,1.0178571428571428,24.56140350877193,5.931840648477659,0.95,7.53,8,11,6.04,1.96
INS01,27_1119_ANTIC-GOLD_39,1.0714285714285714,15.866666666666667,5.931840648477659,0.95,6.68,8,11,6.36,1.64
BES01,33_1161_BLUE-NAVY_38,0.5178571428571429,21.241379310344826,5.931840648477659,0.95,14.96,8,6,3.07,4.93
INS01,28_1126_BLUE-NAVY_40,1.7678571428571428,16.96969696969697,5.931840648477659,0.95,4.11,8,16,10.49,-2.49
SUS01,18_1056_ANTIC-GOLD_39,1.0714285714285714,26.133333333333333,5.931840648477659,0.95,6.99,8,11,6.36,1.64
CHS01,16_1042_TAN_38,1.5357142857142858,14.976744186046512,5.931840648477659,0.95,5.15,8,15,9.11,-1.11
BES01,18_1056_BLACK_42,0.7678571428571429,29.953488372093023,5.931840648477659,0.95,10.23,8,9,4.55,3.45
KOS01,21_1077_BLUE-NAVY_41,1.0357142857142858,17.379310344827584,5.931840648477659,0.95,7.1,8,11,6.14,1.86
KOS01,28_1126_BLUE-NAVY_42,0.8928571428571429,25.759999999999998,5.931840648477659,0.95,8.52,8,10,5.3,2.7
KOS01,28_1126_BLUE-NAVY_41,0.5535714285714286,28.903225806451612,5.931840648477659,0.95,14.1,8,7,3.28,4.72
SUS01,26_1112_WHITE_43,0.44642857142857145,24.639999999999997,5.931840648477659,0.95,15.72,8,6,2.65,5.35
AHS01,10_1000_WHITE_41,1.125,20.444444444444443,5.931840648477659,0.95,6.63,8,11,6.67,1.33
BHS01,29_1133_BROWN_42,1.2678571428571428,25.23943661971831,5.931840648477659,0.95,5.51,7,13,7.52,-0.52
AHS01,12_1014_ROSE-GOLD_37,0.8928571428571429,24.639999999999997,5.931840648477659,0.95,7.66,7,10,5.3,1.7
CHS01,28_1126_BLUE-NAVY_39,1.6964285714285714,24.16842105263158,5.931840648477659,0.95,3.7,7,16,10.06,-3.06
CHS01,28_1126_ROSE-GOLD_42,0.625,33.6,5.931840648477659,0.95,10.84,7,7,3.71,3.29
BHS01,29_1133_BROWN_41,1.2678571428571428,25.23943661971831,5.931840648477659,0.95,4.92,7,13,7.52,-0.52
COS01,28_1126_BLUE-NAVY_40,1.1071428571428572,17.161290322580644,5.931840648477659,0.95,5.71,7,11,6.57,0.43
COS01,28_1126_TAN_41,0.9285714285714286,22.615384615384613,5.931840648477659,0.95,6.63,7,10,5.51,1.49
SUS01,31_1147_ANTIC-GOLD_41,1.2857142857142858,17.88888888888889,5.931840648477659,0.95,4.85,7,13,7.63,-0.63
AHS01,13_1021_BROWN_42,0.5892857142857143,22.06060606060606,5.931840648477659,0.95,11.64,7,7,3.5,3.5
SUS01,27_1119_WHITE_40,1.4821428571428572,20.91566265060241,5.931840648477659,0.95,4.49,7,14,8.79,-1.79
KOS01,27_1119_WHITE_39,1.4107142857142858,26.93670886075949,5.931840648477659,0.95,4.5,7,14,8.37,-1.37
COS01,31_1147_ANTIC-GOLD_41,1.0892857142857142,18.36065573770492,5.931840648477659,0.95,6.14,7,11,6.46,0.54
HYS01,31_1147_ANTIC-GOLD_40,1.375,22.545454545454547,5.931840648477659,0.95,4.58,7,13,8.16,-1.16
CHS01,16_1042_TAN_39,1.9821428571428572,24.72072072072072,5.931840648477659,0.95,3.27,7,18,11.76,-4.76
BES01,18_1056_BLACK_44,0.625,24.0,5.931840648477659,0.95,9.67,7,7,3.71,3.29
KOS01,27_1119_WHITE_38,1.1964285714285714,15.880597014925373,5.931840648477659,0.95,5.66,7,12,7.1,-0.1
PUS01,25_1105_MAROON_39,0.6071428571428571,19.764705882352942,5.931840648477659,0.95,10.07,7,7,3.6,3.4
PUS01,25_1105_BROWN_41,0.8035714285714286,26.133333333333333,5.931840648477659,0.95,7.54,7,9,4.77,2.23
AHS01,17_1049_BLACK_40,0.7321428571428571,17.75609756097561,5.931840648477659,0.95,8.84,7,8,4.34,2.66
KOS01,28_1126_ROSE-GOLD_41,1.0,20.0,5.931840648477659,0.95,6.75,7,10,5.93,1.07
CHS01,28_1126_ROSE-GOLD_39,1.5714285714285714,21.0,5.931840648477659,0.95,4.14,7,15,9.32,-2.32
MUS01,28_1126_TAN_42,1.5178571428571428,20.423529411764708,5.931840648477659,0.95,4.09,7,14,9.0,-2.0
MUS01,28_1126_TAN_41,1.4107142857142858,28.354430379746834,5.931840648477659,0.95,4.43,7,14,8.37,-1.37
INS01,29_1133_BROWN_38,0.6428571428571429,21.777777777777775,5.931840648477659,0.95,10.06,7,8,3.81,3.19
BES01,29_1133_BROWN_37,0.44642857142857145,24.639999999999997,5.931840648477659,0.95,13.7,7,6,2.65,4.35
BES01,28_1126_TAN_43,0.48214285714285715,24.88888888888889,5.931840648477659,0.95,13.55,7,6,2.86,4.14
MUS01,16_1042_TAN_41,1.7857142857142858,25.759999999999998,5.931840648477659,0.95,3.64,7,16,10.59,-3.59
BES01,11_1007_BLACK_38,0.5,24.0,5.931840648477659,0.95,12.94,7,6,2.97,4.03
SUS01,18_1056_ANTIC-GOLD_38,1.1428571428571428,18.375,5.931840648477659,0.95,5.5,7,12,6.78,0.22
SUS01,17_1049_MAROON_41,1.0,15.0,5.931840648477659,0.95,6.47,7,10,5.93,1.07
MAS01,18_1056_ANTIC-GOLD_39,0.75,24.0,5.931840648477659,0.95,8.04,7,8,4.45,2.55
MAS01,17_1049_BLACK_43,0.26785714285714285,14.933333333333334,5.931840648477659,0.95,25.3,7,4,1.59,5.41
HYS01,13_1021_BROWN_40,1.6071428571428572,23.022222222222222,5.931840648477659,0.95,4.05,7,15,9.53,-2.53
MUS01,14_1028_NAVY_42,1.7857142857142858,19.04,5.931840648477659,0.95,3.73,7,16,10.59,-3.59
MUS01,14_1028_NAVY_41,1.1071428571428572,28.0,5.931840648477659,0.95,6.15,7,11,6.57,0.43
MUS01,13_1021_BROWN_39,1.1071428571428572,18.96774193548387,5.931840648477659,0.95,5.61,7,11,6.57,0.43
