as_of,store_id,sku_uid,category,size_label,start_stock,days_of_cover,trailing_demand_rate,elapsed_days,p_stockout_7d,p_stockout_14d,p_stockout_28d,expected_days_out,expected_lost_units,expected_lost_revenue,rank_by_risk,rank_by_units,rank_by_revenue
2025-11-27,MAS01,12_1014_ANTIC-GOLD_41,CLOSE,41,22,19.25,1.14,14,0.2905,0.5435,0.8277,4.24,4.84,24175.64,800,272,166
2025-11-27,HYS01,21_1077_BLUE-NAVY_43,PREMIUM CLOSE,43,10,16.97,0.59,31,0.4225,0.6656,0.8836,5.83,3.43,24003.53,179,458,167
2025-11-27,MAS01,27_1119_WHITE_40,CLOSE,40,22,15.59,1.41,21,0.4072,0.659,0.8868,5.66,7.99,23876.04,202,75,168
2025-11-27,AHS01,18_1056_GREY_43,GIRLS_OPEN,43,14,22.4,0.62,12,0.3789,0.6553,0.9001,5.37,3.36,23462.01,216,469,169
2025-11-27,MUS01,27_1119_WHITE_39,CLOSE,39,41,22.29,1.84,19,0.296,0.5328,0.8059,4.26,7.84,23452.74,869,81,170
2025-11-27,HYS01,28_1126_TAN_40,GIRLS_OPEN,40,83,25.68,3.23,30,0.3451,0.5771,0.8236,4.85,15.68,23367.33,574,15,171
2025-11-27,BES01,22_1084_NAVY_41,CLOSE,41,38,21.94,1.73,10,0.3799,0.668,0.9118,5.41,9.37,23322.63,176,52,172
2025-11-27,SUS01,27_1119_WHITE_40,CLOSE,40,26,17.33,1.5,19,0.3694,0.6211,0.8666,5.2,7.8,23313.81,343,83,173
2025-11-27,CHS01,18_1056_BLACK_40,GIRLS_OPEN,40,26,19.95,1.3,6,0.1476,0.4132,0.7845,2.56,3.33,23295.64,1476,472,174
2025-11-27,HYS01,12_1014_BROWN_41,CLOSE,41,43,21.5,2.0,6,0.1317,0.3851,0.7624,2.33,4.66,23269.73,1613,280,175
2025-11-27,BES01,33_1161_ROSE-GOLD_41,OPEN,41,20,17.5,1.14,12,0.4948,0.7652,0.9483,6.76,7.73,23103.24,28,86,176
2025-11-27,BHS01,12_1014_ROSE-GOLD_40,CLOSE,40,43,25.62,1.68,5,0.1566,0.4473,0.8193,2.74,4.6,22938.48,1326,286,177
2025-11-27,INS01,11_1007_BLACK_41,PREMIUM CLOSE,41,15,28.0,0.54,27,0.44,0.6869,0.8983,6.05,3.24,22658.93,132,492,178
2025-11-27,BHS01,12_1014_ROSE-GOLD_42,CLOSE,42,15,19.53,0.77,12,0.4236,0.7005,0.9217,5.91,4.54,22657.06,112,291,179
2025-11-27,BES01,17_1049_BROWN_41,CLOSE,41,26,18.91,1.38,14,0.4791,0.745,0.9378,6.56,9.03,22473.99,47,54,180
2025-11-27,CHS01,19_1063_MAROON_42,BOYS CLOSE,42,10,16.97,0.59,18,0.3894,0.6456,0.8828,5.45,3.21,22460.21,253,498,181
2025-11-27,INS01,12_1014_ROSE-GOLD_42,CLOSE,42,26,23.87,1.09,12,0.2743,0.5337,0.8287,4.06,4.42,22065.68,862,304,182
2025-11-27,KOS01,27_1119_ANTIC-GOLD_39,CLOSE,39,27,25.2,1.07,24,0.5041,0.7521,0.9335,6.84,7.32,21900.26,38,96,183
2025-11-27,BES01,19_1063_MAROON_38,BOYS CLOSE,38,8,17.92,0.45,15,0.516,0.7747,0.9487,7.0,3.12,21839.42,22,514,184
2025-11-27,HYS01,31_1147_ANTIC-GOLD_39,PREMIUM CLOSE,39,24,18.16,1.32,25,0.3916,0.6365,0.8691,5.45,7.21,21546.15,286,101,185
2025-11-27,PUS01,27_1119_WHITE_42,CLOSE,42,31,15.93,1.95,9,0.2402,0.5127,0.8301,3.68,7.17,21429.52,983,103,186
2025-11-27,BES01,17_1049_BROWN_40,CLOSE,40,27,18.67,1.45,11,0.4252,0.7068,0.9266,5.94,8.59,21396.33,100,63,187
2025-11-27,BHS01,27_1119_ANTIC-GOLD_42,CLOSE,42,32,19.27,1.66,12,0.293,0.5572,0.8441,4.3,7.14,21344.38,701,106,188
2025-11-27,PUS01,18_1056_GREY_43,GIRLS_OPEN,43,22,22.0,1.0,11,0.1955,0.4314,0.7577,3.04,3.04,21263.04,1392,529,189
2025-11-27,MUS01,10_1000_WHITE_39,PREMIUM CLOSE,39,35,23.9,1.46,18,0.2469,0.4705,0.7589,3.63,5.32,21218.58,1223,224,190
2025-11-27,PUS01,21_1077_BLUE-NAVY_40,PREMIUM CLOSE,40,13,22.75,0.57,17,0.3742,0.6314,0.8762,5.27,3.01,21047.36,300,537,191
2025-11-27,BHS01,21_1077_BLUE-NAVY_43,PREMIUM CLOSE,43,13,17.76,0.73,10,0.275,0.5488,0.8476,4.1,3.01,21007.48,764,539,192
2025-11-27,MUS01,10_1000_WHITE_38,PREMIUM CLOSE,38,17,18.31,0.93,22,0.4074,0.6578,0.885,5.66,5.26,20969.38,207,229,193
2025-11-27,PUS01,12_1014_ANTIC-GOLD_37,CLOSE,37,23,29.27,0.79,22,0.3824,0.6302,0.8681,5.35,4.2,20966.32,305,331,194
2025-11-27,BES01,27_1119_ANTIC-GOLD_40,CLOSE,40,36,19.38,1.86,6,0.2379,0.5483,0.8711,3.76,6.98,20863.1,766,112,195
2025-11-27,BHS01,29_1133_BROWN_40,BOYS CLOSE,40,35,24.81,1.41,7,0.1805,0.4509,0.8026,2.96,4.18,20841.99,1306,338,196
2025-11-27,CHS01,21_1077_BLUE-NAVY_41,PREMIUM CLOSE,41,20,21.54,0.93,10,0.2056,0.4546,0.7826,3.2,2.97,20770.98,1289,548,197
2025-11-27,CHS01,18_1056_GREY_43,GIRLS_OPEN,43,16,24.22,0.66,20,0.3137,0.5528,0.8185,4.49,2.96,20721.44,734,551,198
2025-11-27,AHS01,17_1049_MAROON_42,CLOSE,42,33,20.53,1.61,18,0.3671,0.6209,0.8681,5.17,8.32,20708.17,344,69,199
2025-11-27,COS01,12_1014_ANTIC-GOLD_40,CLOSE,40,46,25.01,1.84,7,0.1297,0.3658,0.7351,2.26,4.15,20697.69,1700,343,200
2025-11-27,HYS01,10_1000_BROWN_39,PREMIUM CLOSE,39,30,21.54,1.39,16,0.2502,0.482,0.775,3.69,5.14,20524.93,1161,245,201
2025-11-27,AHS01,10_1000_WHITE_42,PREMIUM CLOSE,42,22,20.2,1.09,10,0.3232,0.6067,0.8811,4.71,5.13,20478.98,406,248,202
2025-11-27,KOS01,29_1133_BROWN_39,BOYS CLOSE,39,25,20.59,1.21,10,0.2188,0.4736,0.7968,3.38,4.1,20452.03,1204,347,203
2025-11-27,CHS01,18_1056_GREY_40,GIRLS_OPEN,40,22,26.78,0.82,15,0.2389,0.4707,0.7696,3.56,2.92,20421.47,1222,560,204
2025-11-27,HYS01,10_1000_BROWN_42,PREMIUM CLOSE,42,27,17.58,1.54,10,0.2154,0.4689,0.7934,3.33,5.12,20414.48,1235,250,205
2025-11-27,CHS01,26_1112_WHITE_40,OPEN,40,30,21.54,1.39,14,0.2466,0.486,0.7858,3.67,5.11,20399.2,1143,251,206
2025-11-27,CHS01,33_1161_ROSE-GOLD_40,OPEN,40,32,20.13,1.59,16,0.2955,0.5416,0.82,4.28,6.81,20351.55,813,119,207
2025-11-27,BHS01,18_1056_BLACK_38,GIRLS_OPEN,38,14,23.76,0.59,24,0.3498,0.5895,0.8386,4.93,2.9,20303.49,501,562,208
2025-11-27,MAS01,18_1056_ANTIC-GOLD_40,GIRLS_OPEN,40,17,23.8,0.71,13,0.2738,0.5272,0.8202,4.04,2.88,20160.08,900,567,209
2025-11-27,COS01,12_1014_ANTIC-GOLD_42,CLOSE,42,39,29.12,1.34,19,0.2015,0.4019,0.6934,3.02,4.04,20153.77,1518,361,210
2025-11-27,PUS01,31_1147_ANTIC-GOLD_39,PREMIUM CLOSE,39,36,24.89,1.45,18,0.3259,0.5727,0.8367,4.65,6.73,20128.92,604,123,211
2025-11-27,MUS01,29_1133_BROWN_42,BOYS CLOSE,42,71,28.2,2.52,9,0.0898,0.2647,0.6099,1.6,4.02,20052.09,2052,364,212
2025-11-27,BHS01,21_1077_MAROON_42,PREMIUM CLOSE,42,15,22.11,0.68,14,0.2887,0.5412,0.8261,4.22,2.86,19999.24,815,576,213
2025-11-27,KOS01,12_1014_ROSE-GOLD_39,CLOSE,39,50,23.53,2.12,4,0.0926,0.3472,0.7561,1.88,3.99,19920.01,1771,367,214
2025-11-27,MUS01,18_1056_BLACK_42,GIRLS_OPEN,42,22,24.64,0.89,13,0.2073,0.4356,0.7497,3.16,2.82,19743.87,1375,587,215
2025-11-27,HYS01,19_1063_MAROON_38,BOYS CLOSE,38,20,28.0,0.71,24,0.2739,0.4933,0.7639,3.95,2.82,19717.57,1099,589,216
2025-11-27,BES01,18_1056_BLACK_41,GIRLS_OPEN,41,39,17.9,2.18,1,0.0419,0.2937,0.7586,1.29,2.82,19700.18,1950,593,217
2025-11-27,BHS01,18_1056_GREY_41,GIRLS_OPEN,41,19,31.29,0.61,30,0.3286,0.5568,0.808,4.64,2.82,19695.68,704,594,218
2025-11-27,MUS01,21_1077_BLUE-NAVY_37,PREMIUM CLOSE,37,7,13.07,0.54,11,0.3679,0.6491,0.8997,5.25,2.81,19648.05,239,595,219
2025-11-27,HYS01,12_1014_BROWN_37,CLOSE,37,37,26.23,1.41,16,0.1823,0.3831,0.687,2.78,3.93,19598.64,1618,375,220
2025-11-27,BHS01,12_1014_ROSE-GOLD_38,CLOSE,38,15,14.0,1.07,5,0.2251,0.5495,0.8793,3.64,3.9,19485.08,757,379,221
2025-11-27,BES01,12_1014_ROSE-GOLD_40,CLOSE,40,115,23.08,4.98,0,0.0165,0.2048,0.6858,0.78,3.9,19476.56,2226,381,222
2025-11-27,CHS01,26_1112_WHITE_38,OPEN,38,19,16.62,1.14,12,0.2899,0.5534,0.8416,4.26,4.87,19421.3,728,267,223
2025-11-27,CHS01,10_1000_BROWN_41,PREMIUM CLOSE,41,25,20.59,1.21,16,0.2731,0.5127,0.7989,3.99,4.85,19343.81,985,271,224
2025-11-27,CHS01,12_1014_ROSE-GOLD_38,CLOSE,38,19,15.42,1.23,6,0.1905,0.4819,0.8322,3.14,3.87,19311.73,1163,385,225
2025-11-27,HYS01,11_1007_TAN_39,PREMIUM CLOSE,39,13,20.8,0.62,15,0.3015,0.5529,0.8309,4.37,2.73,19089.06,731,617,226
2025-11-27,AHS01,12_1014_ROSE-GOLD_37,CLOSE,37,22,24.64,0.89,12,0.2914,0.5552,0.8428,4.28,3.82,19058.13,714,388,227
2025-11-27,MAS01,18_1056_BLACK_38,GIRLS_OPEN,38,11,15.02,0.73,8,0.2411,0.5246,0.8439,3.72,2.72,19046.89,912,620,228
2025-11-27,COS01,11_1007_BLACK_39,PREMIUM CLOSE,39,20,22.86,0.88,11,0.1999,0.438,0.7631,3.1,2.71,18968.32,1366,622,229
2025-11-27,CHS01,11_1007_TAN_41,PREMIUM CLOSE,41,13,21.41,0.61,16,0.3093,0.5586,0.832,4.46,2.71,18920.9,690,623,230
2025-11-27,SUS01,26_1112_WHITE_41,OPEN,41,37,28.0,1.32,21,0.2449,0.4595,0.741,3.58,4.73,18889.99,1267,277,231
2025-11-27,INS01,11_1007_TAN_39,PREMIUM CLOSE,39,12,19.76,0.61,16,0.3082,0.5573,0.8311,4.44,2.7,18863.44,697,627,232
2025-11-27,BES01,18_1056_ANTIC-GOLD_37,GIRLS_OPEN,37,11,22.81,0.48,37,0.4035,0.6417,0.8658,5.58,2.69,18814.29,265,630,233
2025-11-27,AHS01,33_1161_BLUE-NAVY_41,OPEN,41,27,19.38,1.39,8,0.3024,0.6009,0.8868,4.5,6.26,18730.93,431,144,234
2025-11-27,CHS01,21_1077_BLUE-NAVY_40,PREMIUM CLOSE,40,14,20.63,0.68,11,0.2644,0.5276,0.8291,3.95,2.68,18729.77,898,634,235
2025-11-27,AHS01,33_1161_BLUE-NAVY_39,OPEN,39,31,24.11,1.29,17,0.3404,0.5928,0.8523,4.85,6.23,18626.77,487,147,236
2025-11-27,HYS01,11_1007_BLACK_40,PREMIUM CLOSE,40,19,27.28,0.7,19,0.2622,0.4885,0.771,3.83,2.66,18621.26,1127,644,237
2025-11-27,SUS01,12_1014_ROSE-GOLD_42,CLOSE,42,44,20.88,2.11,4,0.0852,0.3302,0.7413,1.76,3.71,18524.59,1829,400,238
2025-11-27,HYS01,21_1077_BLUE-NAVY_38,PREMIUM CLOSE,38,24,24.89,0.96,12,0.1753,0.3932,0.7182,2.75,2.65,18521.07,1570,647,239
2025-11-27,MUS01,21_1077_BLUE-NAVY_41,PREMIUM CLOSE,41,18,25.85,0.7,16,0.2573,0.4917,0.7827,3.79,2.64,18435.73,1112,650,240
2025-11-27,CHS01,18_1056_BLACK_37,GIRLS_OPEN,37,7,15.68,0.45,18,0.4247,0.6829,0.9035,5.89,2.63,18375.43,141,652,241
2025-11-27,INS01,18_1056_BLACK_40,GIRLS_OPEN,40,18,18.67,0.96,6,0.1597,0.4336,0.7995,2.72,2.63,18364.76,1384,654,242
2025-11-27,HYS01,31_1147_MAROON_39,PREMIUM CLOSE,39,19,15.65,1.21,17,0.3569,0.6119,0.8644,5.05,6.14,18345.69,381,153,243
2025-11-27,INS01,18_1056_ANTIC-GOLD_39,GIRLS_OPEN,39,35,28.41,1.23,7,0.121,0.3497,0.7207,2.13,2.62,18342.22,1757,655,244
2025-11-27,CHS01,11_1007_TAN_43,PREMIUM CLOSE,43,12,21.0,0.57,20,0.3207,0.5614,0.8248,4.58,2.61,18278.77,670,657,245
2025-11-27,HYS01,33_1161_ROSE-GOLD_38,OPEN,38,18,15.75,1.14,19,0.3801,0.6331,0.8739,5.33,6.09,18217.65,293,157,246
2025-11-27,PUS01,10_1000_ROSE-GOLD_41,PREMIUM CLOSE,41,20,19.65,1.02,16,0.3108,0.5606,0.8333,4.48,4.56,18187.11,673,290,247
2025-11-27,INS01,18_1056_GREY_39,GIRLS_OPEN,39,25,32.56,0.77,19,0.229,0.4423,0.7312,3.39,2.6,18172.92,1345,663,248
2025-11-27,BHS01,27_1119_ANTIC-GOLD_39,CLOSE,39,23,19.82,1.16,17,0.3706,0.6274,0.8738,5.22,6.06,18133.24,314,160,249
2025-11-27,MAS01,12_1014_ROSE-GOLD_41,CLOSE,41,20,27.32,0.73,20,0.3497,0.5963,0.849,4.95,3.62,18067.76,471,426,250
2025-11-27,BES01,33_1161_ROSE-GOLD_40,OPEN,40,22,22.0,1.0,12,0.4342,0.7106,0.9262,6.04,6.04,18059.36,92,163,251
2025-11-27,BES01,12_1014_ROSE-GOLD_37,CLOSE,37,25,29.17,0.86,11,0.2845,0.5531,0.8457,4.21,3.61,17992.17,730,430,252
2025-11-27,PUS01,10_1000_BROWN_42,PREMIUM CLOSE,42,21,27.35,0.77,22,0.4244,0.6758,0.8954,5.87,4.51,17983.3,156,294,253
2025-11-27,BHS01,27_1119_WHITE_41,CLOSE,41,31,20.92,1.48,13,0.2751,0.5289,0.8213,4.05,6.01,17966.37,894,164,254
2025-11-27,PUS01,17_1049_BROWN_40,CLOSE,40,19,17.73,1.07,21,0.4952,0.7467,0.9325,6.73,7.22,17965.6,43,100,255
2025-11-27,INS01,11_1007_TAN_41,PREMIUM CLOSE,41,17,22.14,0.77,13,0.2209,0.4554,0.7661,3.35,2.57,17955.71,1284,675,256
2025-11-27,BES01,33_1161_BLUE-NAVY_42,OPEN,42,14,16.33,0.86,12,0.5146,0.7817,0.9542,6.99,5.99,17921.57,19,165,257
2025-11-27,AHS01,18_1056_ANTIC-GOLD_38,GIRLS_OPEN,38,17,31.73,0.54,13,0.3321,0.5986,0.8661,4.78,2.56,17895.65,454,677,258
2025-11-27,CHS01,18_1056_BLACK_38,GIRLS_OPEN,38,35,24.5,1.43,8,0.0998,0.2955,0.6556,1.78,2.54,17745.99,1946,683,259
2025-11-27,CHS01,22_1084_NAVY_40,CLOSE,40,19,13.3,1.43,11,0.3464,0.6259,0.8877,4.98,7.12,17726.46,321,108,260
2025-11-27,HYS01,18_1056_BLACK_41,GIRLS_OPEN,41,44,28.99,1.52,7,0.0902,0.288,0.6592,1.67,2.54,17724.31,1969,685,261
2025-11-27,BHS01,21_1077_MAROON_40,PREMIUM CLOSE,40,10,20.0,0.5,19,0.3574,0.6075,0.8579,5.05,2.52,17641.57,403,686,262
2025-11-27,MAS01,12_1014_ROSE-GOLD_38,CLOSE,38,16,20.84,0.77,18,0.3207,0.5664,0.8325,4.59,3.52,17583.19,639,443,263
2025-11-27,BES01,18_1056_BLACK_38,GIRLS_OPEN,38,9,20.16,0.45,24,0.4042,0.6516,0.8794,5.61,2.51,17516.14,227,690,264
2025-11-27,KOS01,21_1077_MAROON_39,PREMIUM CLOSE,39,10,16.47,0.61,8,0.2723,0.5647,0.8674,4.12,2.5,17486.09,647,694,265
2025-11-27,BES01,11_1007_BLACK_38,PREMIUM CLOSE,38,12,24.0,0.5,9,0.3443,0.6381,0.901,4.99,2.5,17440.37,276,698,266
2025-11-27,BHS01,27_1119_WHITE_39,CLOSE,39,26,19.68,1.32,12,0.3014,0.5674,0.8505,4.4,5.82,17402.66,631,178,267
2025-11-27,BES01,29_1133_BROWN_39,BOYS CLOSE,39,33,21.24,1.55,4,0.1163,0.397,0.7956,2.24,3.48,17347.03,1554,451,268
2025-11-27,AHS01,31_1147_WHITE_42,PREMIUM CLOSE,42,25,19.18,1.3,10,0.3019,0.5818,0.8672,4.45,5.8,17327.28,555,180,269
2025-11-27,SUS01,26_1112_WHITE_39,OPEN,39,24,25.85,0.93,26,0.3303,0.5632,0.817,4.67,4.34,17316.78,659,314,270
2025-11-27,MAS01,18_1056_BLACK_43,GIRLS_OPEN,43,5,13.33,0.38,22,0.483,0.7342,0.926,6.59,2.47,17261.72,54,709,271
2025-11-27,PUS01,10_1000_BROWN_40,PREMIUM CLOSE,40,14,19.6,0.71,19,0.4377,0.6941,0.9083,6.04,4.32,17222.58,122,315,272
2025-11-27,MUS01,22_1084_NAVY_40,CLOSE,40,41,19.46,2.11,12,0.2144,0.4522,0.7687,3.28,6.9,17186.08,1300,114,273
2025-11-27,HYS01,17_1049_BLACK_41,CLOSE,41,39,24.54,1.59,25,0.304,0.5313,0.7937,4.34,6.89,17167.06,879,115,274
2025-11-27,CHS01,26_1112_WHITE_41,OPEN,41,45,17.38,2.59,4,0.0787,0.3149,0.7273,1.66,4.29,17133.63,1877,317,275
2025-11-27,MUS01,28_1126_TAN_39,GIRLS_OPEN,39,58,17.85,3.25,11,0.2309,0.4826,0.7976,3.51,11.42,17013.83,1159,27,276
2025-11-27,BHS01,21_1077_BLUE-NAVY_41,PREMIUM CLOSE,41,17,23.8,0.71,10,0.2206,0.4762,0.7987,3.4,2.43,16972.25,1193,725,277
2025-11-27,HYS01,33_1161_ROSE-GOLD_42,OPEN,42,22,18.95,1.16,21,0.3457,0.5895,0.8428,4.89,5.67,16967.47,500,188,278
2025-11-27,COS01,31_1147_ANTIC-GOLD_40,PREMIUM CLOSE,40,14,13.75,1.02,11,0.394,0.6761,0.9128,5.56,5.66,16936.18,154,189,279
2025-11-27,BES01,21_1077_BLUE-NAVY_44,PREMIUM CLOSE,44,10,20.74,0.48,7,0.3428,0.6566,0.9174,5.02,2.42,16907.96,211,732,280
2025-11-27,CHS01,22_1084_NAVY_41,CLOSE,41,30,18.67,1.61,13,0.2879,0.5452,0.8324,4.22,6.78,16883.49,789,120,281
2025-11-27,CHS01,33_1161_ROSE-GOLD_41,OPEN,41,24,19.2,1.25,16,0.3125,0.5626,0.8347,4.5,5.62,16818.19,663,194,282
2025-11-27,COS01,18_1056_GREY_43,GIRLS_OPEN,43,11,23.69,0.46,30,0.3701,0.6071,0.8454,5.17,2.4,16779.86,404,737,283
2025-11-27,BES01,19_1063_MAROON_41,BOYS CLOSE,41,22,33.3,0.66,9,0.2357,0.5065,0.826,3.62,2.39,16730.78,1023,739,284
2025-11-27,SUS01,12_1014_ROSE-GOLD_43,CLOSE,43,21,28.0,0.75,24,0.312,0.543,0.8043,4.45,3.33,16635.73,803,471,285
2025-11-27,MUS01,10_1000_ROSE-GOLD_41,PREMIUM CLOSE,41,24,24.44,0.98,21,0.2944,0.5261,0.7964,4.23,4.16,16583.61,906,341,286
2025-11-27,INS01,27_1119_ANTIC-GOLD_40,CLOSE,40,25,24.56,1.02,23,0.3907,0.638,0.872,5.45,5.55,16580.77,278,206,287
2025-11-27,BHS01,17_1049_MAROON_41,CLOSE,41,26,15.66,1.66,7,0.2606,0.5625,0.8721,4.0,6.65,16559.65,666,127,288
2025-11-27,CHS01,28_1126_TAN_42,GIRLS_OPEN,42,31,14.71,2.11,16,0.372,0.6319,0.8783,5.25,11.06,16477.93,297,30,289
2025-11-27,PUS01,30_1140_WHITE_41,PREMIUM CLOSE,41,12,21.68,0.55,19,0.428,0.6843,0.9031,5.92,3.28,16363.59,140,481,290
2025-11-27,HYS01,21_1077_BLUE-NAVY_44,PREMIUM CLOSE,44,6,15.27,0.39,18,0.4301,0.6884,0.9064,5.95,2.34,16350.1,129,757,291
2025-11-27,BHS01,12_1014_ANTIC-GOLD_42,CLOSE,42,40,30.27,1.32,13,0.1569,0.3572,0.6775,2.48,3.27,16323.11,1732,484,292
2025-11-27,INS01,12_1014_ROSE-GOLD_38,CLOSE,38,28,23.4,1.2,11,0.1718,0.3948,0.7263,2.72,3.25,16239.0,1562,488,293
2025-11-27,SUS01,33_1161_BLUE-NAVY_41,OPEN,41,30,23.33,1.29,22,0.294,0.5235,0.7924,4.22,5.43,16226.77,916,215,294
2025-11-27,COS01,29_1133_BROWN_39,BOYS CLOSE,39,16,18.67,0.86,9,0.2471,0.5219,0.836,3.77,3.23,16129.87,923,496,295
2025-11-27,HYS01,31_1147_MAROON_40,PREMIUM CLOSE,40,12,12.68,0.95,13,0.4055,0.6781,0.9092,5.68,5.38,16085.92,152,220,296
2025-11-27,BES01,14_1028_ROSE-GOLD_40,OPEN,40,30,18.88,1.59,15,0.4976,0.7589,0.9424,6.78,10.78,16057.42,33,31,297
2025-11-27,PUS01,27_1119_WHITE_40,CLOSE,40,51,22.67,2.25,9,0.144,0.3668,0.7166,2.39,5.37,16050.92,1696,221,298
2025-11-27,PUS01,10_1000_BROWN_39,PREMIUM CLOSE,39,14,23.76,0.59,32,0.5024,0.7464,0.9284,6.81,4.01,16007.3,44,365,299
2025-11-27,INS01,29_1133_BROWN_42,BOYS CLOSE,42,34,28.85,1.18,14,0.1756,0.3819,0.6958,2.72,3.2,15989.26,1626,500,300
2025-11-27,COS01,12_1014_BROWN_43,CLOSE,43,21,25.57,0.82,18,0.2655,0.4958,0.7797,3.88,3.18,15886.7,1083,504,301
2025-11-27,HYS01,10_1000_BROWN_41,PREMIUM CLOSE,41,19,22.64,0.84,26,0.3355,0.5695,0.8218,4.74,3.98,15871.76,622,368,302
2025-11-27,BES01,31_1147_ANTIC-GOLD_40,PREMIUM CLOSE,40,22,24.64,0.89,13,0.4252,0.6979,0.9186,5.92,5.29,15815.81,115,227,303
2025-11-27,BHS01,18_1056_BLACK_41,GIRLS_OPEN,41,24,22.03,1.09,4,0.1055,0.375,0.7788,2.08,2.26,15807.6,1662,784,304
2025-11-27,MUS01,18_1056_ANTIC-GOLD_43,GIRLS_OPEN,43,26,19.41,1.34,5,0.0847,0.3079,0.706,1.69,2.26,15778.79,1903,786,305
2025-11-27,INS01,18_1056_ANTIC-GOLD_42,GIRLS_OPEN,42,15,20.0,0.75,8,0.1863,0.4466,0.7911,3.0,2.25,15734.26,1328,789,306
2025-11-27,HYS01,28_1126_TAN_41,GIRLS_OPEN,41,77,26.29,2.93,17,0.2441,0.4699,0.7616,3.6,10.55,15721.41,1229,35,307
2025-11-27,BHS01,20_1070_ANTIC-GOLD_40,PREMIUM CLOSE,40,10,20.74,0.48,15,0.3244,0.5807,0.8493,4.66,2.25,15704.5,564,793,308
2025-11-27,CHS01,21_1077_BLUE-NAVY_39,PREMIUM CLOSE,39,21,19.6,1.07,6,0.1154,0.3544,0.7364,2.1,2.24,15691.54,1739,794,309
2025-11-27,COS01,18_1056_BLACK_41,GIRLS_OPEN,41,29,24.24,1.2,5,0.0969,0.335,0.7316,1.88,2.24,15685.53,1813,795,310
2025-11-27,AHS01,33_1161_BLUE-NAVY_40,OPEN,40,25,20.29,1.23,7,0.2796,0.5858,0.8844,4.24,5.23,15632.29,532,233,311
2025-11-27,PUS01,12_1014_BROWN_43,CLOSE,43,25,26.42,0.95,15,0.2194,0.443,0.7465,3.3,3.12,15571.87,1340,516,312
2025-11-27,CHS01,17_1049_MAROON_39,CLOSE,39,29,17.85,1.62,11,0.2564,0.5171,0.822,3.85,6.25,15560.84,957,145,313
2025-11-27,CHS01,27_1119_ANTIC-GOLD_38,CLOSE,38,19,17.73,1.07,16,0.3403,0.5959,0.8565,4.85,5.2,15545.76,472,237,314
2025-11-27,HYS01,30_1140_WHITE_40,PREMIUM CLOSE,40,34,20.92,1.62,7,0.1064,0.3213,0.6937,1.91,3.11,15522.81,1850,517,315
2025-11-27,KOS01,18_1056_GREY_41,GIRLS_OPEN,41,15,24.71,0.61,12,0.2383,0.4859,0.7948,3.59,2.18,15242.91,1144,820,316
2025-11-27,MUS01,17_1049_BLACK_41,CLOSE,41,24,19.2,1.25,20,0.3436,0.5891,0.8441,4.87,6.08,15149.85,504,158,317
2025-11-27,COS01,31_1147_MAROON_42,PREMIUM CLOSE,42,20,18.98,1.05,24,0.3392,0.5767,0.8295,4.79,5.05,15101.67,578,256,318
2025-11-27,HYS01,17_1049_MAROON_39,CLOSE,39,27,20.43,1.32,18,0.3198,0.5654,0.8317,4.58,6.05,15062.27,644,162,319
2025-11-27,CHS01,12_1014_ROSE-GOLD_44,CLOSE,44,32,21.59,1.48,8,0.1173,0.3296,0.6909,2.04,3.02,15055.36,1830,534,320
2025-11-27,MAS01,12_1014_ANTIC-GOLD_38,CLOSE,38,11,15.02,0.73,10,0.2759,0.5499,0.8483,4.12,3.01,15038.1,752,536,321
2025-11-27,KOS01,20_1070_ANTIC-GOLD_40,PREMIUM CLOSE,40,5,10.37,0.48,4,0.2865,0.6458,0.9283,4.46,2.15,15029.21,252,837,322
2025-11-27,COS01,18_1056_ANTIC-GOLD_38,GIRLS_OPEN,38,11,15.79,0.7,4,0.1758,0.501,0.8622,3.07,2.14,14940.96,1055,841,323
2025-11-27,HYS01,13_1021_BROWN_39,OPEN,39,28,13.29,2.11,9,0.3246,0.6165,0.8902,4.75,10.01,14910.22,367,40,324
2025-11-27,AHS01,22_1084_NAVY_40,CLOSE,40,38,27.64,1.38,15,0.3,0.5509,0.8296,4.35,5.98,14890.85,744,166,325
2025-11-27,KOS01,24_1098_MAROON_40,OPEN,40,13,16.18,0.8,10,0.317,0.5996,0.8772,4.63,3.72,14860.44,442,397,326
2025-11-27,PUS01,18_1056_GREY_42,GIRLS_OPEN,42,28,30.75,0.91,11,0.1436,0.3483,0.6824,2.33,2.12,14819.17,1764,846,327
2025-11-27,HYS01,17_1049_BROWN_40,CLOSE,40,25,18.18,1.38,15,0.2952,0.5449,0.8254,4.29,5.9,14679.98,792,174,328
2025-11-27,HYS01,30_1140_WHITE_42,PREMIUM CLOSE,42,10,18.67,0.54,25,0.3946,0.6399,0.8712,5.49,2.94,14679.22,269,555,329
2025-11-27,KOS01,17_1049_BROWN_39,CLOSE,39,22,24.16,0.91,24,0.4695,0.7192,0.9174,6.42,5.84,14551.55,73,176,330
2025-11-27,PUS01,18_1056_ANTIC-GOLD_41,GIRLS_OPEN,41,20,23.33,0.86,7,0.1417,0.3872,0.7534,2.43,2.08,14533.3,1602,857,331
2025-11-27,MUS01,32_1154_MAROON_42,CLOSE,42,6,14.61,0.41,10,0.3511,0.6377,0.8972,5.06,2.08,14516.21,282,858,332
